Album,Music,tracks_popularity,tracks_duration_ms,tracks_explicit,tracks_number,tracks_available_mkt,Lyrics
Wiped Out!,Greetings from Califournia,59,244040,False,8,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']","  Ooh, I know once you come to California You won't ever look back Ooh, just a little bit can make you wonder You got it in Hands up it's a stick up Nobody's leaving this room for a minute Everyone's breathing these fumes that are in it Sick of the people who make the decisions Put your hands up, it's a stick up Hopefully God is still down to forgive us Nobody's breathing Who let the evil in? What's in the water? Are you bothered? What's the problem here? Ooh, I know once you come to California You won't ever look back Ooh, just a little bit can make you wonder You got it in I can feel it go down I can feel it go down all the way, all the way Come to me slow now Come to me slow then wash away It comes and comes away Ooh, I know once you come to California You will never look back Ooh, just a little bit can make you wonder Handcuffed and I thought of you I made love and I thought of you My daddy died, I just thought of you My sister cried and my mama too I got a place and I thought of you I tried to decorate and I thought of you I'm seeing red but I'm singing blue I never knew that black and white would fit you too Anybody, somebody, please I'm begging I'm even on my knees I've got a dozen insecurities But I don't think you should be worried for me No, I don't think you should be worried for me Ooh, I know once you come to California You won't ever look back Ooh, just a little bit can make you wonder You got it in  "
Wiped Out!,Ferrari,57,184173,False,9,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']","  I want a new yellow Ferrari from the 90’s in the driveway But I know that you wouldn't like that I want it now, I want it loud, I want it my way But everybody doesn’t fight like that Don't tell me about the rules and break them And don't tell me about mistakes And make the same ones I have made before Don't say you love me more Better not say it I met her at church But she could be Satan You and I are two oceans apart We're on earth to break each others hearts, in two And it's hard with you When I'm too far from you I look at the stars, do you? Don't tell me about the rules and break them And don't tell me about mistakes And make the same ones I have made before Don't say you love me more Better not say it I met her at church But she could be Satan You're LA and I'm Newbury Park But you’re the flame I use when it gets dark You've got enough pain for both of us I've got all these things I'm focused on You treat all the rules like you're the queen But you and I are few and far between  "
Wiped Out!,Single,64,262320,False,10,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']","  I don't know if we should be alone together I still got a crush, that's obvious If nobody's around, what's stopping us? Everywhere I go you show, whatever I don't ever mind sharing oxygen I just wanna get lost in your lungs Just a baby, but she's growing up so fast And I'm allergic to the waiting She's just a baby girl And I love to watch her dance But it's making me go crazy I don't think that we should be around each other When you're in the room, you get my eyes You open your mouth, I'm hypnotized I can make you laugh until you cry You know you got all my attention You know you got all mine Baby, I can't help but call her that Even though I shouldn't say it She was my baby girl I might never get her back But I don't mind being patient, yeah Can you let your baby be my girl? Can you let your baby be my girl? Can you let your baby be my girl? Can you let your baby be mine? Okay, I'm just gonna tell you what I gotta say, right here I'm sorry Dave, I never meant to hurt your baby girl She's your little baby, she's my soulmate I don't want you to worry, she'll be so safe right here Oh, oh, oh, so Dave, would you let your baby be my girl? Can you let your baby be my girl? Can you let your baby be my girl? Can you let your baby be my girl? Can you let your baby be mine? Your baby she's mine  "
Wiped Out!,R.I.P. 2 My Youth,69,205280,False,11,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']","  RIP to my youth And you could call this the funeral I'm just telling the truth And you can play this at my funeral Wrap me up in Chanel inside my coffin Might go to hell and there ain't no stopping Might be a sinner and I might be a saint I'd like to be proud, but somehow I'm ashamed Sweet little baby in a world full of pain I gotta be honest, I don't know if I could take it Everybody's talking, but what's anybody saying? Mama said if I really want it, then I can change it, yeah RIP to my youth If you really listen, then this is to you Mama, there is only so much I can do Tough for you to witness, but it was for me too I'm using white lighters to see What's in front of me (in front of me) RIP to my youth And you could call this the funeral I'm just telling the truth, yeah You can play this at my funeral Tell my sister don't cry and don't be sad I'm in paradise with dad Close my eyes and then cross my arms Put me in the dirt, let me dream with the stars Throw me in a box with the oxygen off You gave me the key and you locked every lock When I can't breathe, I won't ask you to stop When I can't breathe, don't call for a cop I was naive, and hopeful, and lost Now I'm aware and driving my thoughts, oh, yeah What do I do? What do I do? I don't believe it if I don't keep proof I don't believe it if I don't know you I don't believe it if it's on the news or on the internet I need a cigarette I'm using white lighters to see What's in front of me I'm using white lighters to see RIP to my youth And you could call this the funeral I'm just telling the truth And you can play this at my funeral Tell my sister don't cry and don't be sad I'm in paradise with dad Close my eyes and then cross my arms Put me in the dirt, let me be with the stars (I'm using white lighters to see) (What's in front of me) (I'm using white lighters to see) (What's in front of me)  "
#000000 & #FFFFFF,*NSTYNCT (feat. Skeme & OG Maco),41,281333,True,1,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",
#000000 & #FFFFFF,Lurk,60,214586,True,2,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']","  (This is the beat that makes your mother cry) I wanna be honest I want to be bad I want to destroy you I want to move fast I want the attention I want all the cash I want all the ass Is it too much to ask? I want to be faithful I want to be raw I want to be ignorant And I want to know all I want to die someday I want to live long I want what I ask for And I get what I want I’m thinking we should ride To a place that we don’t know To a place where no one has seen us before I’m thinking, you and I Better just go with the flow Last thing that we should do is go slow (Hey! Hey! Hey!) (This is the beat that makes your mother cry) (Hey! Yeah, yeah) I think that I'm human I think about God And I think of the chances I think that I’m wrong I think to be thoughtful I know that I’m not You think I’m a fake And I know you’re a fraud I fuck as I need to I fuck when I want I’ll fuck you with love Even though it is not I’ll fucking digest you One kiss at a time You wish I was yours And I hope that you’re mine I’m thinking we should ride To a place that we don’t know To a place where no one has seen us before I’m thinking you and I Better just go with the flow Last thing that we should do is go slow Go fast! Go fast! (Hey! Hey! Hey! Hey! Hey!) (This is the beat that makes your mother cry) Oh no, no Blacker than the white Everything’s white But it’s blacker than I know And blacker than the white of the snow, yeah I’m thinking, you and I No, no, oh no, no  "
#000000 & #FFFFFF,warm (feat. Raury),50,357066,True,3,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']","  You need to get off my mind Never satisfied, it's never good enough I always seem to find the right formula for puttin' up I try to love you, baby, in every way, every way I try to satisfy you, honey But you wouldn't stay, you wouldn't stay I'm glad to close it right, yeah you're out of me If you really wanna find someone else, I'll find some company I'm in a hurry out, wouldn't worry 'bout a little hiccup Why can't you see, why can't you see that I am sick of it? I try to love you, baby, in every way, every way I try to satisfy you, honey, but you wouldn't stay, you wouldn't stay Girl, I do not know where you're running to I'm your finish line, I'm the one for you If you do me wrong, if I'm cruel to you You're a fool for me, I'm a fool for you Shawty been talkin' 'bout her new options But options do not mean that they're competition The master key perfectly fits your ignition Forever under the greatest possession You are not foreign at all to the sentence Hopefully this is the first time you've did this shit Rooms full of naked and caucasian women Rooms full of naked and caucasian women  "
#000000 & #FFFFFF,Jealou$y (feat. Casey Veggies & Kossisko),58,267066,True,4,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",
#000000 & #FFFFFF,1 of those Weaks,47,194333,True,5,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']","  Aw man, the whip black and white My bitch black and white My fear black and white I'm never the same, I change every week I won't stay in the middle, I'll kill everything Yeah I'm stuck in between, if I'm wrong or I'm right I would ask for advice, but I just do what I like Can't get over the fact, people living a lie Just to stay entertained, what a waste of a life What a waste of a space, what the fuck is your point You're a waist with no spine, you're a waste of my time I smoke cause I'm stressed, I try to get high But it gets me depressed, I'm just tryna get by I'm just drivin' at night, I got no music on I got no favorite song, it's just me and my thoughts I've fallen in love, I've fallen behind I've fallen for her, more than once, only twice I fell in the pool, got chlorine in my eyes And it burned for a minute, but I didn't go blind This is for my friends who play The old cafes and they kick it in the parking lot (They call me one take Jake, baby) I been away from the scene (Just walk around) But I mean what I speak, what I feel with a broken heart (I got that big fat snake, baby) I've been getting money all day, so I can spend it all on us (They call me one take Jake, baby) I've been getting money all night, so I can spend it all on us (I got that big fat snake, baby) You can't get me to spit, but I'm so hard to swallow My daddy is dead, I've got no man to follow And I know that I'm shallow, but why shouldn't I be? I don't mean to get deep, it's just 1 of those weaks Couldn't tell you the day, couldn't tell you the time Trouble falling asleep, for the past couple nights Trouble being alone, I've been losing my mind But I don't want any trouble, it just chooses to find me It just chooses to find me, uh oh This is for my friends who play The old cafes and they kick it in the parking lot I been away from the scene But I mean what I speak, what I feel with a broken heart I've been getting money all day, so I can spend it all on us I've been getting money all night, so I can spend it all on us Said I've been thinkin' bout you And what we gon' do But I've been thinkin' bout fallin' in love I've been thinkin' bout you  "
#000000 & #FFFFFF,Dangerous (feat. YG),57,216093,True,6,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']","  Ridin' round in my city, same thing I used to do Got a new girl with me I could have another one if I wanted to but no Might call another one this afternoon, I won’t I did it, look who I brought with me Ridin' round your city, vibin' out in your city Sold out in your city, but I think you earned this I feel like you're worth it Your blue eyes and those red lips That got you on my guest list Don't talk much, I don't say shit And you lay down and we make it up (make it up, make it up, make it up, make) Fuck what your mother say, let's run away Replay on that goldchain Drivin' round in my escalade Doin' 88 on pch, let's go (go, go) We're made to love, we're made to love We're made to love, we're made to love But you're dangerous, you're dangerous, you're dangerous For both of us, you're dangerous Hmm, hmm Answer the phone ngga Nigga, answer the phone Texting and calling while I'm with my bitch You be puttin' me thru some shit But that pussy good as shit Now she goin' thru my shit Ask me: Who is this? Who's that? Smell my dick and asked last night where you was at So if I lie now she'll probably find the truth later But if I tell the truth she'll probably wanna leave the player And if she leave the player, who I'm gon' fuck with? Can't fuck with you cause you too comfortable being my side bitch But fuck that, I told her Damn, that wasn't smart, damn, I fucked up Now that arguing 'bout to start She like: Who is this, did she suck yo dick? Always that same way, yg, do you love this bitch? This the same chick from last time, I saw you creepin' with You took her out to eat and shit, ooh, I hate this bitch Goddamn, I gotta put an end to this triangle relationship I gotta stay away from you 'cause your pussy too dangerous We're made to love, we're made to love We're made to love, we're made to love (Hey, but you, babe, you're dangerous!) But you're dangerous, you're dangerous, (you're danger) you're dangerous For both of us, you're dangerous  "
